Age,Working Class,Education,Marital Status,Occupation,Gender,Capital Gain,Capital Loss,Hour per Week,Salary
68,Local Government,Senior High School,Married,Religious Leader,Male,0.0,0.0,15.0,<=7jt
54,Entrepreneur,Senior High School,Widowed,Other Services,Female,0.0,0.0,40.0,<=7jt
64,Country Government,Junior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
46,Entrepreneur,Elementary School,Married,Handicraft Refinement,Male,0.0,0.0,55.0,<=7jt
49,Entrepreneur,Elementary School,Single,Machinery Supervisor,Male,0.0,0.0,45.0,<=7jt
50,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
45,Entrepreneur,Senior High School,Widowed,Farmer,Male,0.0,0.0,65.0,<=7jt
35,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,50.0,<=7jt
30,Entrepreneur,Bachelor,Married,Sales,Female,0.0,0.0,60.0,>7jt
36,Entrepreneur,Elementary School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
32,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,50.0,<=7jt
41,Other,Associate Degree,Married,Other Services,Male,0.0,33810000.0,12.0,>7jt
42,Entrepreneur,Bachelor,Married,Executive Manager,Male,72492000.0,0.0,40.0,>7jt
52,Entrepreneur,Associate Degree,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Senior High School,Divorced,Farmer,Male,0.0,0.0,65.0,<=7jt
56,Local Government,Master,Divorced,Specialist,Female,0.0,0.0,40.0,<=7jt
27,Entrepreneur,Associate Degree,Divorced,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
49,Entrepreneur,Senior High School,Widowed,Tech Support,Male,0.0,0.0,40.0,<=7jt
33,Non-Corporate Freelance,Bachelor,Married,Specialist,Male,0.0,0.0,60.0,<=7jt
42,Entrepreneur,Senior High School,Married,Driver,Male,102172000.0,0.0,40.0,>7jt
35,Entrepreneur,Bachelor,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
41,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
67,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,30.0,<=7jt
20,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,20.0,<=7jt
21,Entrepreneur,Associate Degree,Single,Other Services,Male,0.0,0.0,30.0,<=7jt
31,Entrepreneur,Associate Degree,Divorced,Driver,Male,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,45.0,>7jt
30,Entrepreneur,Bachelor,Single,Handicraft Refinement,Male,0.0,0.0,10.0,<=7jt
31,Entrepreneur,Senior High School,Single,Religious Leader,Male,0.0,0.0,40.0,<=7jt
59,Local Government,Senior High School,Separated,Security,Female,0.0,0.0,40.0,<=7jt
19,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,25.0,<=7jt
43,Country Government,Bachelor,Married,Specialist,Female,43442000.0,0.0,40.0,>7jt
31,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,35.0,<=7jt
26,Entrepreneur,Master,Single,Executive Manager,Female,0.0,0.0,30.0,<=7jt
34,Entrepreneur,Senior High School,Married,Sales,Female,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Senior High School,Single,Machinery Supervisor,Male,61824000.0,0.0,30.0,<=7jt
24,Entrepreneur,Associate Degree,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Senior High School,Separated,Religious Leader,Female,104202000.0,0.0,35.0,<=7jt
67,Other,Senior High School,Married,Other Services,Male,0.0,0.0,2.0,<=7jt
39,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,40.0,>7jt
29,Entrepreneur,Bachelor,Single,Religious Leader,Male,0.0,0.0,40.0,<=7jt
58,Entrepreneur,Elementary School,Divorced,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
49,Entrepreneur,Senior High School,Married,Sales,Female,0.0,0.0,40.0,<=7jt
18,Entrepreneur,Junior High School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
63,Other,Senior High School,Widowed,Other Services,Female,0.0,0.0,4.0,<=7jt
35,Non-Corporate Freelance,Senior High School,Married,Farmer,Male,0.0,0.0,40.0,<=7jt
42,Entrepreneur,Professional School,Divorced,Specialist,Male,1399986000.0,0.0,80.0,>7jt
73,Entrepreneur,Senior High School,Widowed,Other Services,Female,0.0,0.0,10.0,<=7jt
43,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
25,Entrepreneur,Bachelor,Single,Sales,Male,0.0,0.0,38.0,<=7jt
55,Entrepreneur,Senior High School,Married,Specialist,Male,0.0,0.0,46.0,<=7jt
42,Local Government,Associate Degree,Married,Specialist,Female,0.0,0.0,40.0,<=7jt
42,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,12.0,<=7jt
27,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
38,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
68,Entrepreneur,Senior High School,Widowed,Cleaning Service,Female,0.0,0.0,10.0,<=7jt
37,Entrepreneur,Bachelor,Separated,Specialist,Female,69076000.0,0.0,32.0,>7jt
42,Entrepreneur,Senior High School,Separated,Tech Support,Female,0.0,0.0,40.0,<=7jt
46,Country Government,Master,Widowed,Security,Male,0.0,0.0,40.0,<=7jt
51,Entrepreneur,Associate Degree,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
53,Entrepreneur,Master,Married,Specialist,Male,43442000.0,0.0,40.0,>7jt
47,State Government,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,>7jt
26,State Government,Master,Single,Specialist,Male,0.0,0.0,40.0,<=7jt
63,Entrepreneur,Associate Degree,Widowed,Religious Leader,Female,0.0,0.0,8.0,<=7jt
43,Corporate Freelance,Senior High School,Single,Specialist,Female,0.0,0.0,35.0,<=7jt
42,Country Government,Master,Married,Specialist,Female,0.0,0.0,20.0,>7jt
31,Entrepreneur,Associate Degree,Married,Sales,Male,0.0,0.0,50.0,<=7jt
53,Entrepreneur,Bachelor,Married,Religious Leader,Male,102172000.0,0.0,40.0,>7jt
29,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,48.0,>7jt
44,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,45.0,<=7jt
23,Entrepreneur,Bachelor,Single,Sales,Male,0.0,0.0,20.0,<=7jt
37,Entrepreneur,Elementary School,Married,Religious Leader,Male,0.0,0.0,66.0,<=7jt
35,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
37,State Government,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
52,Non-Corporate Freelance,Senior High School,Divorced,Driver,Male,0.0,0.0,65.0,<=7jt
47,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
36,Country Government,Bachelor,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
44,Entrepreneur,Bachelor,Divorced,Specialist,Male,0.0,0.0,45.0,<=7jt
49,Corporate Freelance,Bachelor,Married,Sales,Male,0.0,0.0,52.0,>7jt
60,Entrepreneur,Senior High School,Divorced,Executive Manager,Female,0.0,15288000.0,40.0,<=7jt
26,Entrepreneur,Senior High School,Single,Farmer,Male,0.0,0.0,40.0,<=7jt
51,Country Government,Doctoral,Married,Specialist,Male,0.0,0.0,70.0,>7jt
37,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,55.0,<=7jt
27,State Government,Senior High School,Single,Tech Support,Female,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,50.0,<=7jt
58,Entrepreneur,Senior High School,Single,Executive Manager,Female,0.0,0.0,43.0,<=7jt
28,Entrepreneur,Bachelor,Single,Specialist,Male,0.0,0.0,40.0,<=7jt
33,Non-Corporate Freelance,Bachelor,Separated,Specialist,Male,0.0,0.0,35.0,<=7jt
49,Entrepreneur,Associate Degree,Divorced,Executive Manager,Male,0.0,0.0,45.0,>7jt
59,Entrepreneur,Elementary School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
69,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,16.0,<=7jt
34,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Bachelor,Single,Specialist,Male,0.0,0.0,40.0,>7jt
31,Entrepreneur,Junior High School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,107632000.0,0.0,40.0,>7jt
66,Entrepreneur,Junior High School,Married,Other Services,Male,25158000.0,0.0,20.0,<=7jt
21,Entrepreneur,Senior High School,Single,Religious Leader,Male,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Senior High School,Separated,Other Services,Female,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Bachelor,Single,Executive Manager,Female,0.0,0.0,45.0,<=7jt
34,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,24.0,<=7jt
41,Non-Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,38.0,<=7jt
30,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,42.0,>7jt
36,Entrepreneur,Bachelor,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
47,Country Government,Bachelor,Married,Specialist,Male,0.0,0.0,35.0,>7jt
80,Other,Associate Degree,Married,Other Services,Male,0.0,0.0,4.0,<=7jt
58,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,25872000.0,70.0,>7jt
40,Entrepreneur,Bachelor,Divorced,Sales,Male,0.0,21896000.0,60.0,>7jt
54,State Government,Bachelor,Married,Executive Manager,Female,0.0,0.0,45.0,<=7jt
17,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,15.0,<=7jt
31,Non-Corporate Freelance,Senior High School,Married,Handicraft Refinement,Male,0.0,26628000.0,40.0,>7jt
42,Local Government,Senior High School,Divorced,Other Services,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Bachelor,Single,Specialist,Male,0.0,0.0,40.0,<=7jt
42,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Doctoral,Married,Specialist,Male,0.0,0.0,60.0,>7jt
49,Entrepreneur,Elementary School,Married,Other Services,Male,0.0,36442000.0,40.0,<=7jt
62,Entrepreneur,Junior High School,Widowed,Other Services,Female,0.0,0.0,25.0,<=7jt
57,State Government,Bachelor,Married,Specialist,Male,0.0,0.0,40.0,>7jt
43,Entrepreneur,Bachelor,Married,Cleaning Service,Male,0.0,0.0,60.0,<=7jt
21,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
45,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
29,Entrepreneur,Associate Degree,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
45,Country Government,Associate Degree,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
22,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,45.0,<=7jt
50,Non-Corporate Freelance,Master,Married,Sales,Male,107632000.0,0.0,55.0,>7jt
28,Entrepreneur,Bachelor,Single,Executive Manager,Male,0.0,0.0,38.0,<=7jt
36,Country Government,Professional School,Single,Specialist,Male,0.0,0.0,40.0,<=7jt
52,Entrepreneur,Associate Degree,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Associate Degree,Single,Tech Support,Male,0.0,0.0,40.0,<=7jt
34,Non-Corporate Freelance,Senior High School,Married,Sales,Male,0.0,26628000.0,60.0,>7jt
37,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
49,Corporate Freelance,Bachelor,Married,Sales,Male,0.0,0.0,50.0,>7jt
56,Corporate Freelance,Master,Divorced,Executive Manager,Male,389592000.0,0.0,60.0,>7jt
32,Entrepreneur,Bachelor,Single,Executive Manager,Female,0.0,0.0,50.0,<=7jt
45,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Bachelor,Single,Sales,Female,0.0,0.0,45.0,<=7jt
22,Entrepreneur,Elementary School,Single,Machinery Supervisor,Male,0.0,0.0,24.0,<=7jt
20,Entrepreneur,Senior High School,Single,Handicraft Refinement,Female,0.0,0.0,40.0,<=7jt
81,Country Government,Elementary School,Widowed,Other Services,Female,0.0,0.0,20.0,<=7jt
42,State Government,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,85.0,>7jt
41,Entrepreneur,Professional School,Married,Specialist,Male,0.0,0.0,45.0,>7jt
39,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
43,Local Government,Master,Divorced,Specialist,Male,0.0,0.0,40.0,<=7jt
27,Entrepreneur,Senior High School,Married,Farmer,Male,0.0,0.0,55.0,<=7jt
70,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,30.0,<=7jt
47,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,65.0,<=7jt
55,Entrepreneur,Master,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Senior High School,Divorced,Other Services,Female,0.0,0.0,40.0,<=7jt
43,Entrepreneur,Junior High School,Married,Other Services,Male,0.0,0.0,25.0,<=7jt
33,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
40,Entrepreneur,Associate Degree,Divorced,Executive Manager,Female,0.0,0.0,40.0,<=7jt
32,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
39,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
30,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,50.0,<=7jt
20,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,40.0,<=7jt
25,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,26418000.0,40.0,>7jt
19,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,24.0,<=7jt
58,Non-Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
71,Entrepreneur,Junior High School,Married,Security,Male,0.0,0.0,39.0,<=7jt
67,Entrepreneur,Senior High School,Single,Executive Manager,Female,0.0,0.0,45.0,<=7jt
44,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,40.0,>7jt
36,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Married,Religious Leader,Female,0.0,0.0,40.0,>7jt
47,Entrepreneur,Associate Degree,Married,Specialist,Male,0.0,0.0,40.0,>7jt
41,Entrepreneur,Professional School,Married,Executive Manager,Female,0.0,0.0,50.0,>7jt
32,Entrepreneur,Associate Degree,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Bachelor,Single,Specialist,Male,0.0,0.0,45.0,<=7jt
27,Other,Elementary School,Married,Other Services,Female,0.0,0.0,40.0,<=7jt
21,Entrepreneur,Senior High School,Single,Cleaning Service,Female,0.0,0.0,40.0,<=7jt
39,State Government,Bachelor,Single,Tech Support,Male,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Senior High School,Single,Religious Leader,Male,0.0,0.0,40.0,<=7jt
25,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Bachelor,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
64,Non-Corporate Freelance,Master,Single,Specialist,Female,0.0,0.0,30.0,<=7jt
57,Entrepreneur,Master,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Associate Degree,Married,Specialist,Female,0.0,0.0,75.0,<=7jt
48,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,22106000.0,40.0,<=7jt
21,Entrepreneur,Associate Degree,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
37,Corporate Freelance,Associate Degree,Married,Sales,Male,0.0,0.0,68.0,<=7jt
57,Entrepreneur,Senior High School,Divorced,Sales,Female,0.0,0.0,28.0,<=7jt
39,Entrepreneur,Master,Divorced,Specialist,Female,0.0,0.0,45.0,>7jt
23,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
21,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,36.0,<=7jt
39,Country Government,Master,Married,Specialist,Female,72492000.0,0.0,38.0,>7jt
41,Local Government,Bachelor,Married,Specialist,Female,0.0,0.0,52.0,<=7jt
23,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
41,Entrepreneur,Senior High School,Separated,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
59,Entrepreneur,Master,Widowed,Executive Manager,Female,0.0,0.0,40.0,>7jt
38,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,55.0,>7jt
51,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
60,Local Government,Associate Degree,Widowed,Religious Leader,Female,0.0,0.0,40.0,<=7jt
53,Entrepreneur,Bachelor,Divorced,Sales,Female,0.0,0.0,40.0,<=7jt
52,Entrepreneur,Elementary School,Married,Handicraft Refinement,Male,0.0,28028000.0,45.0,<=7jt
17,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,15.0,<=7jt
39,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Bachelor,Married,Religious Leader,Female,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,50.0,>7jt
39,Entrepreneur,Master,Single,Executive Manager,Female,0.0,0.0,45.0,<=7jt
19,Entrepreneur,Senior High School,Single,Religious Leader,Male,0.0,0.0,38.0,<=7jt
24,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,30.0,<=7jt
26,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
63,Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
25,Entrepreneur,Associate Degree,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
75,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,>7jt
20,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,35.0,<=7jt
40,Country Government,Bachelor,Divorced,Specialist,Male,0.0,0.0,40.0,<=7jt
41,Entrepreneur,Bachelor,Married,Handicraft Refinement,Male,43442000.0,0.0,40.0,>7jt
30,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,60.0,<=7jt
37,Entrepreneur,Senior High School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Senior High School,Divorced,Sales,Female,0.0,0.0,30.0,<=7jt
28,Other,Senior High School,Separated,Other Services,Male,0.0,0.0,80.0,<=7jt
61,Entrepreneur,Junior High School,Married,Driver,Male,0.0,23114000.0,40.0,<=7jt
36,Country Government,Doctoral,Single,Specialist,Male,0.0,0.0,45.0,<=7jt
28,Entrepreneur,Senior High School,Divorced,Executive Manager,Male,0.0,0.0,55.0,<=7jt
37,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,55.0,>7jt
17,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Associate Degree,Married,Executive Manager,Male,0.0,0.0,50.0,>7jt
48,Entrepreneur,Master,Married,Sales,Male,0.0,0.0,50.0,>7jt
43,Entrepreneur,Master,Single,Executive Manager,Female,0.0,0.0,25.0,<=7jt
66,Non-Corporate Freelance,Professional School,Married,Specialist,Male,0.0,0.0,25.0,>7jt
29,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
33,Entrepreneur,Senior High School,Divorced,Driver,Male,0.0,0.0,55.0,<=7jt
48,Entrepreneur,Senior High School,Divorced,Executive Manager,Female,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Senior High School,Single,Religious Leader,Male,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,50.0,>7jt
17,Other,Senior High School,Single,Other Services,Female,0.0,0.0,17.0,<=7jt
46,Entrepreneur,Bachelor,Divorced,Machinery Supervisor,Male,0.0,31612000.0,50.0,<=7jt
41,Non-Corporate Freelance,Master,Divorced,Specialist,Female,0.0,0.0,35.0,<=7jt
43,Entrepreneur,Bachelor,Separated,Executive Manager,Male,120596000.0,0.0,40.0,>7jt
29,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
47,State Government,Senior High School,Married,Religious Leader,Male,0.0,0.0,70.0,<=7jt
63,Entrepreneur,Senior High School,Widowed,Executive Manager,Male,0.0,0.0,40.0,<=7jt
35,Non-Corporate Freelance,Associate Degree,Single,Farmer,Male,0.0,0.0,40.0,<=7jt
41,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
47,Entrepreneur,Associate Degree,Separated,Religious Leader,Female,0.0,0.0,57.0,<=7jt
33,Country Government,Junior High School,Single,Other Services,Female,0.0,0.0,44.0,<=7jt
42,Local Government,Bachelor,Divorced,Specialist,Female,0.0,0.0,37.0,<=7jt
41,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,46550000.0,0.0,50.0,<=7jt
30,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,44.0,<=7jt
23,Entrepreneur,Bachelor,Single,Religious Leader,Female,0.0,0.0,5.0,<=7jt
48,Entrepreneur,Doctoral,Married,Specialist,Male,0.0,0.0,60.0,>7jt
49,Local Government,Elementary School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Bachelor,Single,Executive Manager,Female,0.0,0.0,45.0,<=7jt
35,Local Government,Senior High School,Married,Security,Male,102172000.0,0.0,35.0,>7jt
30,Non-Corporate Freelance,Senior High School,Single,Sales,Male,0.0,0.0,66.0,<=7jt
28,Non-Corporate Freelance,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Master,Single,Specialist,Male,120596000.0,0.0,40.0,>7jt
43,Local Government,Master,Single,Executive Manager,Female,147280000.0,0.0,50.0,>7jt
34,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,50.0,>7jt
31,Entrepreneur,Bachelor,Divorced,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
19,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
21,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
30,Entrepreneur,Associate Degree,Single,Tech Support,Female,0.0,0.0,40.0,<=7jt
43,Non-Corporate Freelance,Bachelor,Single,Specialist,Female,0.0,0.0,50.0,<=7jt
72,Other,Professional School,Married,Other Services,Male,0.0,0.0,40.0,>7jt
50,Entrepreneur,Senior High School,Married,Sales,Male,0.0,26418000.0,55.0,>7jt
63,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
44,Entrepreneur,Senior High School,Divorced,Machinery Supervisor,Male,0.0,0.0,55.0,<=7jt
22,Entrepreneur,Senior High School,Married,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Associate Degree,Married,Other Services,Male,0.0,0.0,40.0,>7jt
33,Country Government,Master,Married,Security,Male,0.0,0.0,40.0,<=7jt
51,Corporate Freelance,Associate Degree,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
43,State Government,Senior High School,Married,Religious Leader,Female,0.0,0.0,35.0,<=7jt
43,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,27678000.0,52.0,>7jt
31,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,55.0,>7jt
33,Entrepreneur,Associate Degree,Single,Other Services,Female,0.0,0.0,10.0,<=7jt
61,Country Government,Bachelor,Married,Specialist,Male,0.0,0.0,40.0,>7jt
24,Local Government,Senior High School,Single,Other Services,Male,0.0,0.0,36.0,<=7jt
70,Entrepreneur,Senior High School,Widowed,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
35,Entrepreneur,Senior High School,Married,Religious Leader,Female,61404000.0,0.0,35.0,>7jt
54,Corporate Freelance,Bachelor,Married,Executive Manager,Male,107632000.0,0.0,40.0,>7jt
22,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
32,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,44.0,<=7jt
24,Entrepreneur,Junior High School,Married,Sales,Female,0.0,0.0,35.0,<=7jt
24,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
61,Local Government,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
56,Non-Corporate Freelance,Master,Married,Sales,Male,0.0,0.0,40.0,>7jt
36,Non-Corporate Freelance,Senior High School,Married,Farmer,Male,0.0,27678000.0,65.0,>7jt
32,Entrepreneur,Associate Degree,Single,Religious Leader,Male,30436000.0,0.0,40.0,<=7jt
65,Entrepreneur,Junior High School,Widowed,Sales,Female,0.0,0.0,38.0,<=7jt
45,Non-Corporate Freelance,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,70.0,<=7jt
54,Non-Corporate Freelance,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
24,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,60.0,<=7jt
22,Entrepreneur,Senior High School,Married,Security,Male,0.0,0.0,40.0,<=7jt
52,Entrepreneur,Senior High School,Divorced,Driver,Male,0.0,0.0,40.0,<=7jt
44,Country Government,Senior High School,Married,Other Services,Female,0.0,0.0,15.0,<=7jt
25,Entrepreneur,Senior High School,Single,Other Services,Female,1596000.0,0.0,40.0,<=7jt
34,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
64,Non-Corporate Freelance,Senior High School,Married,Farmer,Male,102172000.0,0.0,45.0,>7jt
48,Non-Corporate Freelance,Senior High School,Married,Other Services,Male,47754000.0,0.0,70.0,<=7jt
